Id,Title,Category,Location_Address,Location_City,Location_Venue,Event_Start,Full_Address,Latitude,Longitude
755,Alunan Budaya Desa,Budaya,"Jl. Masbagik - Pringgasela No.184, Pringgasela, Kec. Pringgasela, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83661",Lombok,KAB. LOMBOK TIMUR | NUSA TENGGARA BARAT,20-Jul-24,"Jl. Masbagik - Pringgasela No.184, Pringgasela, Kec. Pringgasela, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83661, Lombok, Indonesia","-8,5928103","116,4717937"
756,Festival Budaya Sekala Bekhak,Budaya,"Way Mengaku, Balik Bukit, West Lampung Regency, Lampung 34874",Lampung,Dinas Kesehatan Lampung Barat,23-Jul-24,"Way Mengaku, Balik Bukit, West Lampung Regency, Lampung 34874, Lampung, Indonesia","-5,0357286","104,04787"
757,Festival Roon Wondama,Budaya,"Menarbu, Roon, Teluk Wondama Regency, West Papua 98362",Papua,KAB. TELUK WONDAMA | PAPUA BARAT,25-Jul-24,"Menarbu, Roon, Teluk Wondama Regency, West Papua 98362, Kampung Inday, Indonesia","-2,4013106","134,5631431"
758,Makassar International Eight Festival & Forum (F8 Makassar),Budaya,"Jl. Somba OPU, Maloku, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90111",Makasar,KOTA MAKASSAR | SULAWESI SELATAN,28-Jul-24,"Jl. Somba OPU, Maloku, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90111, Makasar, Indonesia","-5,1412466","119,4074353"
759,Wolobobo Ngada Festival,Budaya,"Inelika, North Bajawa, Ngada Regency, East Nusa Tenggara",Nusa Tenggara Timur,KAB. NGADA | NUSA TENGGARA TIMUR,27-Jul-24,"Inelika, North Bajawa, Ngada Regency, East Nusa Tenggara, Nusa Tenggara Timur, Indonesia","-8,739751","120,9704234"
760,Eksotika Bromo,Budaya,"Cemorolawang, Ngadisari, Sukapura, Probolinggo Regency, East Java 67254",Probolinggo,KAB. PROBOLINGGO | JAWA TIMUR,28-Jul-24,"Cemorolawang, Ngadisari, Sukapura, Probolinggo Regency, East Java 67254, Probolinggo, Indonesia","-7,9199068","112,9565196"
761,Festival Arak-Arakan Cheng Ho,Budaya,"Sam Poo Kong, Bongsari, Semarang Barat, Semarang City, Central Java 50148",Probolinggo,KOTA SEMARANG | JAWA TENGAH,08-Apr-24,"Sam Poo Kong, Bongsari, Semarang Barat, Semarang City, Central Java 50148, Probolinggo, Indonesia","-7,7764226","113,2037131"
762,Tanjungpinang Fest,Budaya,"Jl. Merdeka, Tanjungpinang Kota, Kec. Tj. Pinang Kota, Kota Tanjung Pinang, Kepulauan Riau 29111",Riau,KOTA TANJUNG PINANG | KEPULAUAN RIAU,08-Nov-24,"Jl. Merdeka, Tanjungpinang Kota, Kec. Tj. Pinang Kota, Kota Tanjung Pinang, Kepulauan Riau 29111, Riau, Indonesia","0,9303563","104,4415775"
763,Festival Budaya Lembah Baliem,Budaya,"Wosiala, Wesaput, Jayawijaya Regency, P",Papua,KAB. JAYAWIJAYA | PAPUA,08-Oct-24,"Wosiala, Wesaput, Jayawijaya Regency, P, Papua, Indonesia","-3,9033012","138,8900659"
764,Festival Babukung,Budaya,"Bumi Agung, Bulik, Lamandau Regency, Central Kalimantan 74161",Kalimantan Tengah,Alun-alun Lamandau,08-Oct-24,"Bumi Agung, Bulik, Lamandau Regency, Central Kalimantan 74161, Kalimantan Tengah, Indonesia","-2,1571342","111,4335508"
765,Toraja International Festival,Budaya,"Penanian, Rantepao, North Toraja Regency, South Sulawesi 91833",Sulawesi Selatan,KAB. TORAJA UTARA | SULAWESI SELATAN,08-Nov-24,"Penanian, Rantepao, North Toraja Regency, South Sulawesi 91833, Sulawesi Selatan, Indonesia","-2,9694221","119,8985135"
766,Festival Golo Koe Maria Assumpta Nusantara,Budaya,"Unnamed Road, Wae Kelambu, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim.",Nusa Tenggara Timur,Bukit  Senaru,15-Aug-24,"Unnamed Road, Wae Kelambu, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim., Nusa Tenggara Timur, Indonesia","-8,4911079","119,9220112"
767,Festival Budaya 12 Suku Yahukimo,Budaya,"Dekai, Yahukimo regency, Papua 99571",Papua,KAB. YAHUKIMO | PAPUA,14-Aug-24,"Dekai, Yahukimo regency, Papua 99571, Papua, Indonesia","-4,8638158","139,4837298"
768,Festival Perahu Bidar Tradisional,Budaya,"Parking lot, 9/10 Ulu, Seberang Ulu I, Palembang City, South Sumatra",Sumatera Selatan,KOTA PALEMBANG | SUMATERA SELATAN,18-Sep-24,"Parking lot, 9/10 Ulu, Seberang Ulu I, Palembang City, South Sumatra, Sumatera Selatan, Indonesia","-2,9983206","104,7718113"
769,Festival Pacu Jalur Tradisional,Budaya,"Pasar Taluk, Kuantan Tengah, Kuantan Singingi Regency, Riau 29566",Riau,KAB. KUANTAN SINGINGI | RIAU,25-Aug-24,"Pasar Taluk, Kuantan Tengah, Kuantan Singingi Regency, Riau 29566, Riau, Indonesia","-0,530152","101,5688599"
770,Dieng Culture Festival,Budaya,"Simpang Terobosan, Bangko Jaya, siarang2, Kabupaten Rokan Hilir, Riau
",Riau,KAB. BANJARNEGARA | JAWA TENGAH,25-Sep-24,"Simpang Terobosan, Bangko Jaya, siarang2, Kabupaten Rokan Hilir, Riau
, Banjarnegara, Indonesia","1,6942182","100,7887231"
771,Seren Taun Kasepuhan Cisungsang,Budaya,"Jl. H. Abdul Rozak, 8 Ilir, Kec. Ilir Tim. II, Kota Palembang, Sumatera Selatan 30163
",Banten,KAB. LEBAK | BANTEN,09-Nov-24,"Jl. H. Abdul Rozak, 8 Ilir, Kec. Ilir Tim. II, Kota Palembang, Sumatera Selatan 30163
, Banten, Indonesia","-2,9553252","104,7875229"
772,Festival Kota Lama,Budaya,"Jl. Letjen Suprapto No.59, Tj. Mas, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50174
",Semarang,KOTA SEMARANG | JAWA TENGAH,15-Sep-24,"Jl. Letjen Suprapto No.59, Tj. Mas, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50174
, Semarang, Indonesia","-6,9681868","110,4284722"
773,Jelajah Pesona Jalur Rempah,Budaya,"Island, Kurnia Jaya, Manggar, East Belitung Regency, Bangka Belitung Islands 33512
",Belitung,KAB. BELITUNG TIMUR | KEPULAUAN BANGKA BELITUNG,09-Aug-24,"Island, Kurnia Jaya, Manggar, East Belitung Regency, Bangka Belitung Islands 33512
, Belitung, Indonesia","-2,8630391","108,2881709"
774,Kenduri Riau,Budaya,"Pekanbaru, Tengkerang Barat, Marpoyan Damai, Pekanbaru City, Riau 28289",Riau,KOTA PEKANBARU | RIAU,15-Sep-24,"Pekanbaru, Tengkerang Barat, Marpoyan Damai, Pekanbaru City, Riau 28289, Riau, Indonesia","0,5009824","101,4213072"
775,Rang Solok Baralek Gadang,Budaya,"Kampung Jawa, Tanjung Harapan, Solok City, West Sumatra",Sumatera Barat, KOTA SOLOK | SUMATERA BARAT,21-Sep-24,"Kampung Jawa, Tanjung Harapan, Solok City, West Sumatra, Sumatera Barat, Indonesia","-0,7660189","100,6449959"
776,Balikpapan Fest,Budaya,"Jl. Ruhui Rahayu No.1, Sepinggan, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76115",Bali,"KOTA BALIKPAPAN | KALIMANTAN TIMUR
Balikpapan Fest merupakan salah satu event yang",29-Sep-24,"Jl. Ruhui Rahayu No.1, Sepinggan, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76115, Bali, Indonesia","-1,2418078","116,8773483"
777,Festival Salo Karajae,Budaya,"Lumpue, Bacukiki Barat, Parepare, South Sulawesi 91123",Sulawesi Selatan,KOTA PARE PARE | SULAWESI SELATAN,10-Jan-24,"Lumpue, Bacukiki Barat, Parepare, South Sulawesi 91123, Sulawesi  Selatan, Indonesia","-4,0621859","119,6325305"
778,Nusa Penida Festival,Budaya,"Batununggul, Nusa Penida, Klungkung Regency, Bali 80771",Bali,KAB. KLUNGKUNG | BALI,10-Jun-24,"Batununggul, Nusa Penida, Klungkung Regency, Bali 80771, Bali, Indonesia","-8,6810925","115,5621872"
779,Festival 7 Sungai,Budaya,"Jl. Bolang 3, RT.15/RW.04, Cibuluh, Kec. Tanjungsiang, Kabupaten Subang, Jawa Barat 41284",Subang,"Kawasan Wisata Cibuluh, Subang",07-Jul-23,"Jl. Bolang 3, RT.15/RW.04, Cibuluh, Kec. Tanjungsiang, Kabupaten Subang, Jawa Barat 41284, Subang, Indonesia","-6,7176667","107,7954312"
780,Festival Sekala Bekhak,Budaya,Lampung,Lampung,pelataran Gedung Budaya yang diberi nama Lamban Pancasila.,07-Dec-23,"Lampung, Lampung, Indonesia","-4,5585849","105,4068079"
781,Festival Reog Ponorogo,Budaya,"Ponorogo, Tamanarum, Ponorogo, Ponorogo Regency, East Java",Ponorogo,"Alun-alun Ponorogo, Kabupaten Ponorogo, Jawa Timur",28-Jul-22,"Ponorogo, Tamanarum, Ponorogo, Ponorogo Regency, East Java, Ponorogo, Indonesia","-7,8666664","111,4666089"
782,Festival Kaghati Kalope,Budaya,"Lohia, Muna Regency, South East Sulawesi",Sulawesi,"Desa Liangkabori, Sulawesi Tenggara",25-Jul-23,"Lohia, Muna Regency, South East Sulawesi, Sulawesi, Indonesia","-4,8751915","122,6903262"
783,Festival Candi Muaro Jambi,Budaya,Komplek Perkantoran Bukit Cinto Kenang Jl.Lintas Timur KM. 26 Sengeti.,Jambi,"Kabupaten Muaro Jambi, Jambi",29-Jul-23,"Komplek Perkantoran Bukit Cinto Kenang Jl.Lintas Timur KM. 26 Sengeti., Jambi, Indonesia","-1,4572424","103,5116092"
784,Seren Taun Gelaralam (Ciptagelar),Budaya,"Sirnaresmi, Cisolok, Sukabumi Regency, West Java",Sukabumi,KAB. SUKABUMI | JAWA BARAT,10-Jun-24,"Sirnaresmi, Cisolok, Sukabumi Regency, West Java, Sukabumi, Indonesia","-6,8089753","106,493598"
785,Iraw Tengkayu,Budaya," Pantai Amal, Tarakan Timur, Tarakan City, North Kalimantan",Kalimantan Timur,KOTA TARAKAN | KALIMANTAN UTARA,10-Jun-24," Pantai Amal, Tarakan Timur, Tarakan City, North Kalimantan, Tarakan, Indonesia","3,3215344","117,6493515"
786,Festival Asmat Pokman,Budaya,"Jl. Museum No.1, Bis Agats, Distrik Agats, Kabupaten Asmat, Papua 99777",Papua,KAB. ASMAT | PAPUA,10-Nov-24,"Jl. Museum No.1, Bis Agats, Distrik Agats, Kabupaten Asmat, Papua 99777, Asmat, Indonesia","-5,5373936","138,1399232"
787,Festival Pesona Selat Lembeh,Budaya,"East Bitung, Maesa, Bitung City, North Sulawesi",Sulawesi Utara,KOTA BITUNG | SULAWESI UTARA,10-Oct-24,"East Bitung, Maesa, Bitung City, North Sulawesi, Bitung, Indonesia","1,4434482","125,1901151"
788,Festival Siak Bermadah,Budaya,"Jl. Sultan Ismail, Kp. Dalam, Kec. Siak, Kabupaten Siak, Riau 28773",Riau,KAB. SIAK | RIAU,10-Dec-24,"Jl. Sultan Ismail, Kp. Dalam, Kec. Siak, Kabupaten Siak, Riau 28773, Siak, Indonesia","0,8047538","102,0476681"
789,Festival Danau Poso,Budaya,"Poso River, Gebang Rejo, Poso Kota, Poso Regency, Central Sulawesi",Sulawesi,KAB. POSO | SULAWESI TENGAH,13-Oct-24,"Poso River, Gebang Rejo, Poso Kota, Poso Regency, Central Sulawesi, Poso, Indonesia","-1,3905196","120,75153"
790,Festival 5 Danau,Budaya,"kampung dalm, Limau manis, Tigo Lurah Bajanjang, Kabupaten Solok, Sumatera Barat",Sumatra Barat,KAB. SOLOK | SUMATERA BARAT,16-Oct-24,"kampung dalm, Limau manis, Tigo Lurah Bajanjang, Kabupaten Solok, Sumatera Barat, Sumatra Barat, Indonesia","-0,8188137","101,0089648"
791,Festival Lamaholot,Budaya,"Koramil 03, Dori Pewut, Kec. Atadei, Kabupaten Lembata, Nusa Tenggara Tim.
",Nusa Tenggara Timur, KAB. LEMBATA | NUSA TENGGARA TIMUR,19-Oct-24,"Koramil 03, Dori Pewut, Kec. Atadei, Kabupaten Lembata, Nusa Tenggara Tim.
, Nusa Tenggara Timur, Indonesia","-8,4760821","123,4887939"
792,Festival Pesona Raja Ampat,Budaya,"Jalan Raya, Waisai, Raja Ampat Regency, West Papua 98482",Papua,KAB. RAJA AMPAT | PAPUA BARAT,20-Oct-24,"Jalan Raya, Waisai, Raja Ampat Regency, West Papua 98482, Papua, Indonesia","-0,413899","130,8252586"
793,Hudoq Pekayang,Budaya,"Jalan poros sungai baran, Datah Naha, Long Pahangai, Mahakam Ulu, Kalimantan Timur
",Kalimantan Timur,KAB. MAHAKAM ULU | KALIMANTAN TIMUR,22-Oct-24,"Jalan poros sungai baran, Datah Naha, Long Pahangai, Mahakam Ulu, Kalimantan Timur
, Kalimantan Timur, Indonesia","1,0489737","114,6905436"
794,Wakatobi Wave,Budaya,"Jl. Jend. Ahmad Yani No.140, Kabupaten Wakatobi, Sulawesi Tenggara 93791
",Sulawesi Tenggara,KAB. WAKATOBI | SULAWESI TENGGARA,28-Oct-24,"Jl. Jend. Ahmad Yani No.140, Kabupaten Wakatobi, Sulawesi Tenggara 93791
, Sulawesi Tenggara, Indonesia","-5,327374","123,5372475"
795,Festival Tanjung Waka,Budaya,"Jl. Desa Pohea, Fatkauyon, Kec. Sulabesi Timur, Kabupaten Kepulauan Sula, Maluku Utara",Sumatra Utara,KAB. KEPULAUAN SULA | MALUKU UTARA,28-Oct-24,"Jl. Desa Pohea, Fatkauyon, Kec. Sulabesi Timur, Kabupaten Kepulauan Sula, Maluku Utara, Sumatra Utara, Indonesia","-2,4623911","126,0636797"
796,Ruai Rindu Meratus,Budaya,"MMM, Pipitak Jaya, Piani, Tapin Regency, South Kalimantan 71191",Kalimantan Selatan,KAB. TAPIN | KALIMANTAN SELATAN,27-Oct-24,"MMM, Pipitak Jaya, Piani, Tapin Regency, South Kalimantan 71191, Kalimantan Selatan, Indonesia","-2,9588643","115,3489459"
797,Festival Pinisi,Budaya,"Bulolohe, Rilau Ale, Bulukumba Regency, South Sulawesi",Sulawesi, KAB. BULUKUMBA | SULAWESI SELATAN,27-Oct-24,"Bulolohe, Rilau Ale, Bulukumba Regency, South Sulawesi, Sulawesi , Indonesia","-5,4314251","120,1906803"
798,Banda Neira Festival,Budaya,"Kampung baru RT 03, Kec. Banda, Kabupaten Maluku Tengah, Maluku",Maluku, KAB. MALUKU TENGAH | MALUKU,16-Nov-24,"Kampung baru RT 03, Kec. Banda, Kabupaten Maluku Tengah, Maluku, Maluku, Indonesia","-4,5162559","129,9054723"
799,International Mask Festival,Budaya,"Surakarta, Kampung Baru, Pasar Kliwon, Surakarta City, Central Java 57133",Surakarta,KOTA SURAKARTA | JAWA TENGAH,16-Nov-24,"Surakarta, Kampung Baru, Pasar Kliwon, Surakarta City, Central Java 57133, Surakarta, Indonesia","-7,568488","110,8277247"
800,Festival Rupat,Budaya,"Pangkalan Batang, Bengkalis Sub-District, Bengkalis Regency, Riau",Riau,KAB. BENGKALIS | RIAU,18-Nov-24,"Pangkalan Batang, Bengkalis Sub-District, Bengkalis Regency, Riau, Riau, Indonesia","1,5487409","102,0889679"
801,Festival Perang Topat,Budaya,"Lingsar, West Lombok Regency, West Nusa Tenggara 83371",Nusa Tenggara Barat,KAB. LOMBOK BARAT | NUSA TENGGARA BARAT,16-Nov-24,"Lingsar, West Lombok Regency, West Nusa Tenggara 83371, Nusa Tenggara Barat, Indonesia","-8,5191524","116,2068354"
802,Festival Tumbe,Budaya,"Kec. Banggai Tengah, Kab. Banggai Laut, Sulawesi Tengah 94891",Sulawesi,KAB. BANGGAI LAUT | SULAWESI TENGAH,12-Apr-24,"Kec. Banggai Tengah, Kab. Banggai Laut, Sulawesi Tengah 94891, Sulawesi, Indonesia","-1,6343393","123,5170014"
803,Festival Pesona Minangkabau,Budaya,"Pagaruyung, Tanjung Emas, Tanah Datar Regency, West Sumatra 27281",Sumatera,KAB. TANAH DATAR | SUMATERA BARAT,12-Aug-24,"Pagaruyung, Tanjung Emas, Tanah Datar Regency, West Sumatra 27281, Sumatera, Indonesia","-0,4471539","100,6252859"
804,Grebeg Sudiro,Budaya,"Jl. RE. Martadinata No.12, Sudiroprajan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57121",Surakarta,KOTA SURAKARTA | JAWA TENGAH,01-Jan-24,"Jl. RE. Martadinata No.12, Sudiroprajan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57121, Jawa, Indonesia","-7,5696557","110,8313831"
805,Cap Go Meh Singkawang,Budaya,"Singkawang, Melayu, Singkawang Barat, Singkawang City, West Kalimantan 79111",Kalimantan,KOTA SINGKAWANG | KALIMANTAN BARAT,24-Feb-24,"Singkawang, Melayu, Singkawang Barat, Singkawang City, West Kalimantan 79111, Kalimantan, Indonesia","0,9107466","108,9888268"
806,Sabang Marine Festival,Budaya,"uta Ateueh, Sukakarya, Sabang City, Aceh",Sabang,KOTA SABANG | ACEH,03-Mar-24,"uta Ateueh, Sukakarya, Sabang City, Aceh, Sabang, Indonesia","5,8926053","95,3237608"
807,Festival Arakan Sahur,Budaya,"Tungkal III, Tungkal Ilir, West Tanjung Jabung Regency, Jambi 36514",Jambi,KAB. TANJUNG JABUNG BARAT | JAMBI,13-Apr-24,"Tungkal III, Tungkal Ilir, West Tanjung Jabung Regency, Jambi 36514, Jambi, Indonesia","-0,8413512","103,4656279"
808,Pesta Adat dan Budaya Lom Plai,Budaya,"Nehes Liah Bing, Muara Wahau, East Kutai Regency, East Kalimantan 75655
",Kalimantan Timur,KAB. KUTAI TIMUR | KALIMANTAN TIMUR,14-Apr-24,"Nehes Liah Bing, Muara Wahau, East Kutai Regency, East Kalimantan 75655
, Kalimantan Timur, Indonesia","1,0904643","116,8085683"
809,Aceh Ramadhan Festival,Budaya,"Jl. Moh. Jam No.1, Kp. Baru, Kec. Baiturrahman, Kota Banda Aceh, Aceh",Aceh, KOTA BANDA ACEH | ACEH,04-Jan-24,"Jl. Moh. Jam No.1, Kp. Baru, Kec. Baiturrahman, Kota Banda Aceh, Aceh, Aceh, Indonesia","5,5535707","95,3172851"
810,Festival Bale Nagi,Budaya,"Lohayong, Larantuka, East Flores Regency, East Nusa Tenggara",Nusa Tenggara Timur, KAB. FLORES TIMUR | NUSA TENGGARA TIMUR,04-Jun-24,"Lohayong, Larantuka, East Flores Regency, East Nusa Tenggara, Nusa Tenggara Timur, Indonesia","-8,3383074","122,9810877"
811,Festival Rimpu Mantika,Budaya,"Lapangan serasuba, Paruga, Kec. Rasanae Bar., Kab. Bima, Nusa Tenggara Bar. 84118",Nusa Tenggara Barat,KOTA BIMA | NUSA TENGGARA BARAT,27-Apr-24,"Lapangan serasuba, Paruga, Kec. Rasanae Bar., Kab. Bima, Nusa Tenggara Bar. 84118, Nusa Tenggara Barat, Indonesia","-8,4540582","118,7263935"
812,Festival Semarapura,Budaya,"Semarapura Kelod, Klungkung, Klungkung Regency, Bali",Bali,KAB. KLUNGKUNG | BALI,28-Apr-24,"Semarapura Kelod, Klungkung, Klungkung Regency, Bali, Bali, Indonesia","-8,5387099","115,3993084"
813,Noken Street Fashion,Budaya,"Wamena Kota, Wamena, manakuari, Papua",Papua,KAB. JAYAWIJAYA | PAPUA,16-May-24,"Wamena Kota, Wamena, manakuari, Papua, Papua, Indonesia","-4,0946449","138,9479959"
814,Seba Baduy,Budaya,"Kanekes, Leuwidamar, Lebak Regency, Banten",Banten,KAB. LEBAK | BANTEN,19-May-24,"Kanekes, Leuwidamar, Lebak Regency, Banten, Banten, Indonesia","-6,6575848","106,2404468"
815,Festival Budaya Isen Mulang,Budaya,"Menteng, Jekan Raya, Palangka Raya City, Central Kalimantan 74874",Kalimantan Tengah,KOTA PALANGKARAYA | KALIMANTAN TENGAH,23-May-24,"Menteng, Jekan Raya, Palangka Raya City, Central Kalimantan 74874, Kalimantan Tengah, Indonesia","-2,2245452","113,9033674"
816,Festival dan Gelar Budaya Hari Nelayan,Budaya,"Depantugu jangilus batusapi, Pelabuhanratu, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat 43364",Sukabumi,KAB. SUKABUMI | JAWA BARAT',21-May-24,"Depantugu jangilus batusapi, Pelabuhanratu, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat 43364, Sukabumi, Indonesia","-6,9974842","106,5566567"
817,Festival Pesona Aekhula,Budaya,"Jl. Budiutomo, Iraono Gambo, Kec. Mandrehe, Kabupaten Nias Barat, Sumatera Utara",Sumatera Utara,KAB. NIAS BARAT | SUMATERA UTARA,26-May-24,"Jl. Budiutomo, Iraono Gambo, Kec. Mandrehe, Kabupaten Nias Barat, Sumatera Utara, Sumatera Utara, Indonesia","1,0187605","97,4787104"
818,Gelar Melayu Serumpun,Budaya,"Istana Maimun, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212",Sumatera Utara,KOTA MEDAN | SUMATERA UTARA,27-May-24,"Istana Maimun, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Sumatera Utara, Indonesia","3,5751606","98,6845138"
819,Semasa Piknik,Budaya,"Jl. Banteng Selatan, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710",Jakarta,KOTA ADM. JAKARTA PUSAT | DKI JAKARTA,07-Feb-24,"Jl. Banteng Selatan, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Dki Jakarta, Indonesia","-6,1709447","106,8353146"
820,Gawia Sowa International Cross Border Tourism Event,Budaya,"Semunte, Kec. Tujuh Belas, Kabupaten Bengkayang, Kalimantan Barat
",Kalimantan Barat,KAB. BENGKAYANG | KALIMANTAN BARAT,06-Apr-24,"Semunte, Kec. Tujuh Belas, Kabupaten Bengkayang, Kalimantan Barat
, Kalimantan Barat, Indonesia","1,0866748","109,7267254"
821,Festival Teluk Jailolo,Budaya,"Tosoa, Ibu Selatan, West Halmahera Regency, North Maluku",Maluku,KAB. HALMAHERA BARAT | MALUKU UTARA,06-Aug-24,"Tosoa, Ibu Selatan, West Halmahera Regency, North Maluku, Maluku, Indonesia","1,3431667","127,6173695"
822,Kenduri Seni Melayu,Budaya,"Batam, Jodoh River, Batu Ampar, Batam City, Riau Islands",Riau,KOTA BATAM | KEPULAUAN RIAU,06-Sep-24,"Batam, Jodoh River, Batu Ampar, Batam City, Riau Islands, Riau, Indonesia","1,1551341","104,0043327"
823,Trans Studio Bali Tickets,Wisata,"Trans Studio Bali. Jl. Imam Bonjol No.440, Pemecutan Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80119, Indonesia",Bali,Trans Studio Bali,10-Apr-24,"Trans Studio Bali. Jl. Imam Bonjol No.440, Pemecutan Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80119, Indonesia, Denpasar, Indonesia","-8,6836038","115,1951502"
824,Eco Green Park Tickets (Jatim Park Group),Wisata,"Eco Green Park, Jl. Oro-Oro Ombo No.9A, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia",Malang,Eco Green Park,07-Apr-24,"Eco Green Park, Jl. Oro-Oro Ombo No.9A, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia, Batu, Indonesia","-7,8877752","112,5266102"
825,Jatim Park 3,Wisata,"Jawa Timur Park 3, Jl. Ir. Soekarno No.112, Beji, Junrejo, Kota Batu, Jawa Timur 65236, Indonesia",Malang,Jawa Timur Park 3,25-Aug-24,"Jawa Timur Park 3, Jl. Ir. Soekarno No.112, Beji, Junrejo, Kota Batu, Jawa Timur 65236, Indonesia, Batu, Indonesia","-7,8971338","112,5531027"
826,Trans Snow World Makassar,Wisata,"TRANS SNOW WORLD MAKASSAR, Lantai 1, Trans Studio Mall Makassar, Jl. Metro Tj. Bunga No.51 A, Maccini Sombala, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90024, Indonesia",Makasar,TRANS SNOW WORLD,06-Aug-24,"TRANS SNOW WORLD MAKASSAR, Lantai 1, Trans Studio Mall Makassar, Jl. Metro Tj. Bunga No.51 A, Maccini Sombala, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90024, Indonesia, Makassar, Indonesia","-5,1643673","119,3925852"
827,Batu Night Spectacular (BNS) Tickets (Jatim Park Group),Wisata,"Jl. Hayam Wuruk No.1, Oro-Oro Ombo, Kec. Batu, Kota Batu, Jawa Timur 65316, Indonesia",Malang,Batu Night,10-Jun-24,"Jl. Hayam Wuruk No.1, Oro-Oro Ombo, Kec. Batu, Kota Batu, Jawa Timur 65316, Indonesia, Batu, Indonesia","-7,8915399","112,533135"
828,Hillpark Sibolangit Tickets,Wisata,"Hillpark Sibolangit, Jalan Let. Jend. Jamin Ginting, Sibolangit, Sikeben, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20157",Sumatera Utara,Hillpark Sibolangit,28-Aug-24,"Hillpark Sibolangit, Jalan Let. Jend. Jamin Ginting, Sibolangit, Sikeben, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20157, Deli Serdang, Indonesia","3,2803575","98,5567064"
829,Tiket Mikie Funland (Mikie Holiday),Wisata,"Mikie Funland. Jalan Letjend. Jamin Ginting, Sempajaya, Berastagi, Kabupaten Karo, Sumatra Utara 22152, Indonesia",Sumatera Utara,Mikie Funland,17-Jul-24,"Mikie Funland. Jalan Letjend. Jamin Ginting, Sempajaya, Berastagi, Kabupaten Karo, Sumatra Utara 22152, Indonesia, Karo, Indonesia","3,203402","98,525747"
830,Aviary Park,Wisata,"Aviary Park, Jl. Permadani Utama, Pd. Ranji, Kec. Ciputat Tim, Kota Tangerang Selatan, Banten 15412, Indonesia",Tangerang,"Aviary Park, Jl",18-May-24,"Aviary Park, Jl. Permadani Utama, Pd. Ranji, Kec. Ciputat Tim, Kota Tangerang Selatan, Banten 15412, Indonesia, Tangerang, Indonesia","-6,2757719","106,7402783"
831,Tiket Dino Park (Jatim Park 3),Wisata,"Dino Park (Jawa Timur Park 3), Jl. Ir. Soekarno No.112, Beji, Junrejo, Kota Batu, Jawa Timur 65236, Indonesia",Malang,Dino Park,05-Dec-24,"Dino Park (Jawa Timur Park 3), Jl. Ir. Soekarno No.112, Beji, Junrejo, Kota Batu, Jawa Timur 65236, Indonesia, Batu, Indonesia","-7,897906","112,554027"
832,Jatim Park 1 Tickets,Wisata,"Jatim Park 1, Jl. Kartika No.2, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65315, Indonesia",Malang,Jawa Timur Park 1,25-Jun-24,"Jatim Park 1, Jl. Kartika No.2, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65315, Indonesia, Batu, Indonesia","-7,8840109","112,5239329"
833,Trans Studio Bandung,Wisata,"Trans Studio Mall, Jl. Gatot Subroto No.289A, Cibangkong, Kec. Batununggal, Kota Bandung, Jawa Barat 40273, Indonesia",Bogor,Trans Studio Mall,05-Feb-24,"Trans Studio Mall, Jl. Gatot Subroto No.289A, Cibangkong, Kec. Batununggal, Kota Bandung, Jawa Barat 40273, Indonesia, Bogor, Indonesia","-6,5971469","106,8060388"
